,5th_eps_pipe_tens,16th_eps_pipe_tens,50th_eps_pipe_tens,84th_eps_pipe_tens,95th_eps_pipe_tens,mean_eps_pipe_tens
segment_8356,0.0,0.0,0.0,0.0,0.0,0.0
segment_8357,0.0,0.0,0.0,0.0,0.0,0.0
segment_8358,0.0,0.0,0.0,0.0,0.0,0.0
segment_8359,0.0,0.0,0.0,0.0,0.0,0.0
segment_8360,0.0,0.0,0.0,0.0,0.0,0.0
segment_8361,0.0,0.0,0.0,0.0,0.0,0.0
segment_8362,0.0,0.0,0.0,0.0,0.0,0.0
segment_8363,0.0,0.0,0.0,0.0,0.0,0.0
segment_8364,0.0,0.0,0.0,0.0,0.0,0.0
segment_8365,0.0,0.0,0.0,0.0,0.0,0.0
segment_8366,0.0,0.0,0.0,0.0,0.0,0.0
segment_8367,0.0,0.0,0.0,0.0,0.0,0.0
segment_8368,0.0,0.0,0.0,0.0,0.0,0.0
segment_8369,0.0,0.0,0.0,0.0,0.0,0.0
segment_8370,0.0,0.0,0.0,0.0,0.0,0.0
segment_8371,0.0,0.0,0.0,0.0,0.0,0.0
segment_8372,0.0,0.0,0.0,0.0,0.0,0.0
segment_8373,0.0,0.0,0.0,0.0,0.0,0.0
segment_8374,0.0,0.0,0.0,0.0,0.0,0.0
segment_8375,0.0,0.0,0.0,0.0,0.0,0.0
segment_8376,0.0,0.0,0.0,0.0,0.0,0.0
segment_8377,0.0,0.0,0.0,0.0,0.0,0.0
segment_8378,0.0,0.0,0.0,0.0,0.0,0.0
segment_8379,0.0,0.0,0.0,0.0,0.0,0.0
segment_8380,0.0,0.0,0.0,0.0,0.0,0.0
segment_8381,0.0,0.0,0.0,0.0,0.0,0.0
segment_8382,0.0,0.0,0.0,0.0,0.0,0.0
segment_8383,0.0,0.0,0.0,0.0,0.0,0.0
segment_8384,0.0,0.0,0.0,0.0,0.0,0.0
segment_8385,0.0,0.0,0.0,0.0,0.0,0.0
segment_8386,0.0,0.0,0.0,0.0,0.0,0.0
segment_8387,0.0,0.0,0.0,0.0,0.0,0.0
segment_8388,0.0,0.0,0.0,0.0,0.0,0.0
segment_8389,0.0,0.0,0.0,0.0,0.0,0.0
segment_8390,0.0,0.0,0.0,0.0,0.0,0.0
segment_8391,0.0,0.0,0.0,0.0,0.0,0.0
segment_8392,0.0,0.0,0.0,0.0,0.0,0.0
segment_8495,0.0,0.0,0.0,0.0,0.0,0.0
segment_8496,0.0,0.0,0.0,0.0,0.0,0.0
segment_8497,0.0,0.0,0.0,0.0,0.0,0.0
segment_8498,0.0,0.0,0.0,0.0,0.0,0.0
segment_8499,0.0,0.0,0.0,0.0,0.0,0.0
segment_8500,0.0,0.0,0.0,0.0,0.0,0.0
segment_8501,0.0,0.0,0.0,0.0,0.0,0.0
segment_8502,0.0,0.0,0.0,0.0,0.0,0.0
segment_8503,0.0,0.0,0.0,0.0,0.0,0.0
segment_8504,0.0,0.0,0.0,0.0,0.0,0.0
segment_8505,0.0,0.0,0.0,0.0,0.0,0.0
segment_8506,0.0,0.0,0.0,0.0,0.0,0.0
segment_8507,0.0,0.0,0.0,0.0,0.0,0.0
segment_8508,0.0,0.0,0.0,0.0,0.0,0.0
segment_8509,0.0,0.0,0.0,0.0,0.0,0.0
segment_9981,0.0,0.0,0.00035775,0.00146,0.007805,0.002084
segment_14331,0.0,0.0,0.0,0.0,0.0,0.0
segment_14332,0.0,0.0,0.0,0.0,0.0,0.0
segment_14333,0.0,0.0,0.0,0.0,0.0,0.0
segment_14334,0.0,0.0,0.0,0.0,0.0,0.0
segment_14335,0.0,0.0,0.0,0.0,0.0,0.0
segment_14336,0.0,0.0,0.0,0.0,0.0,0.0
segment_14337,0.0,0.0,0.0,0.0,0.0,0.0
segment_14338,0.0,0.0,0.0,0.0,0.0,0.0
segment_14339,0.0,0.0,0.0,0.0,0.0,0.0
segment_14340,0.0,0.0,0.0,0.0,0.0,0.0
segment_14341,0.0,0.0,0.0,0.0,0.0,0.0
segment_14342,0.0,0.0,0.0,0.0,0.0,0.0
segment_14343,0.0,0.0,0.0,0.0,0.0,0.0
segment_14344,0.0,0.0,0.0,0.0,0.0,0.0
segment_14345,0.0,0.0,0.0,0.0,0.0,0.0
segment_14346,0.0,0.0,0.0,0.0,0.0,0.0
segment_14347,0.0,0.0,0.0,0.0,0.0,0.0
segment_14348,0.0,0.0,0.0,0.0,0.0,0.0
segment_14349,0.0,0.0,0.0,0.0,0.0,0.0
segment_14350,0.0,0.0,0.0,0.0,0.0,0.0
segment_14351,0.0,0.0,0.0,0.0,0.0,0.0
segment_14352,0.0,0.0,0.0,0.0,0.0,0.0
segment_14353,0.0,0.0,0.0,0.0,0.0,0.0
segment_14354,0.0,0.0,0.0,0.0,0.0,0.0
segment_14355,0.0,0.0,0.0,0.0,0.0,0.0
segment_14356,0.0,0.0,0.0,0.0,0.0,0.0
segment_14357,0.0,0.0,0.0,0.0,0.0,0.0
segment_14358,0.0,0.0,0.0,0.0,0.0,0.0
segment_14359,0.0,0.0,0.0,0.0,0.0,0.0
segment_14360,0.0,0.0,0.0,0.0,0.0,0.0
segment_14361,0.0,0.0,0.0,0.0,0.0,0.0
segment_14362,0.0,0.0,0.0,0.0,0.0,0.0
segment_14363,0.0,0.0,0.0,0.0,0.0,0.0
segment_14364,0.0,0.0,0.0,0.0,0.0,0.0
segment_14365,0.0,0.0,0.0,0.0,0.0,0.0
segment_14366,0.0,0.0,0.0,0.0,0.0,0.0
segment_14367,0.0,0.0,0.0,0.0,0.0,0.0
segment_14368,0.0,0.0,0.0,0.0,0.0,0.0
segment_14369,0.0,0.0,0.0,0.0,0.0,0.0
segment_14370,0.0,0.0,0.0,0.0,0.0,0.0
segment_14371,0.0,0.0,0.0,0.0,0.0,0.0
segment_14573,0.0,0.0,0.0,0.0,0.0,0.0
segment_14774,0.0,0.0,0.0,0.0,0.0,0.0
segment_14775,0.0,0.0,0.0,0.0,0.0,0.0
segment_15613,0.0,0.0,0.0,0.0,0.0,0.0
segment_15614,0.0,0.0,0.0,0.0,0.0,0.0
segment_15615,0.0,0.0,0.0,0.0,0.0,0.0
segment_15616,0.0,0.0,0.0,0.0,0.0,0.0
segment_15617,0.0,0.0,0.0,0.0,0.0,0.0
segment_15618,0.0,0.0,0.0,0.0,0.0,0.0
segment_15619,0.0,0.0,0.0,0.0,0.0,0.0
segment_15620,0.0,0.0,0.0,0.0,0.0,0.0
segment_15621,0.0,0.0,0.0,0.0,0.0,0.0
segment_15622,0.0,0.0,0.0,0.0,0.0,0.0
segment_15623,0.0,0.0,0.0,0.0,0.0,0.0
segment_15624,0.0,0.0,0.0,0.0,0.0,0.0
segment_15625,0.0,0.0,0.0,0.0,0.0,0.0
segment_15626,0.0,0.0,0.0,0.0,0.0,0.0
segment_15627,0.0,0.0,0.0,0.0,0.0,0.0
segment_15628,0.0,0.0,0.0,0.0,0.0,0.0
segment_15629,0.0,0.0,0.0,0.0,0.0,0.0
segment_15630,0.0,0.0,0.0,0.0,0.0,0.0
segment_15631,0.0,0.0,0.0,0.0,0.0,0.0
segment_15632,0.0,0.0,0.0,0.0,0.0,0.0
segment_15633,0.0,0.0,0.0,0.0,0.0,0.0
segment_15634,0.0,0.0,0.0,0.0,0.0,0.0
segment_15635,0.0,0.0,0.0,0.0,0.0,0.0
segment_15636,0.0,0.0,0.0,0.0,0.0,0.0
segment_15637,0.0,0.0,0.0,0.0,0.0,0.0
segment_15638,0.0,0.0,0.0,0.0,0.0,0.0
segment_15639,0.0,0.0,0.0,0.0,0.0,0.0
segment_15640,0.0,0.0,0.0,0.0,0.0,0.0
segment_15641,0.0,0.0,0.0,0.0,0.0,0.0
segment_15642,0.0,0.0,0.0,0.0,0.0,0.0
segment_15643,0.0,0.0,0.0,0.0,0.0,0.0
segment_15644,0.0,0.0,0.0,0.0,0.0,0.0
segment_15645,0.0,0.0,0.0,0.0,0.0,0.0
segment_15646,0.0,0.0,0.0,0.0,0.0,0.0
segment_15647,0.0,0.0,0.0,0.0,0.0,0.0
segment_15648,0.0,0.0,0.0,0.0,0.0,0.0
segment_15649,0.0,0.0,0.0,0.0,0.0,0.0
segment_15650,0.0,0.0,0.0,0.0,0.0,0.0
segment_15651,0.0,0.0,0.0,0.0,0.0,0.0
segment_15652,0.0,0.0,0.0,0.0,0.0,0.0
segment_15653,0.0,0.0,0.0,0.0,0.0,0.0
segment_15654,0.0,0.0,0.0,0.0,0.0,0.0
segment_15655,0.0,0.0,0.0,0.0,0.0,0.0
segment_15656,0.0,0.0,0.0,0.0,0.0,0.0
segment_15657,0.0,0.0,0.0,0.0,0.0,0.0
