,5th_eps_pipe_tens,16th_eps_pipe_tens,50th_eps_pipe_tens,84th_eps_pipe_tens,95th_eps_pipe_tens,mean_eps_pipe_tens
segment_248,0.0,0.0,0.0,0.0,0.0,0.0
segment_249,0.0,0.0,0.0,0.0,0.0,0.0
segment_448,0.0,0.0,1.0475e-08,5.0275e-08,6.14e-08,4.195e-08
segment_894,0.0,0.0,0.0,0.0,0.0,0.0
segment_895,0.0,0.0,0.0,0.0,0.0,0.0
segment_896,0.0,0.0,0.0,0.0,0.0,0.0
segment_897,0.0,0.0,0.0,0.0,0.0,0.0
segment_898,0.0,0.0,0.0,0.0,0.0,0.0
segment_899,0.0,0.0,0.0,0.0,0.0,0.0
segment_900,0.0,0.0,0.0,0.0,0.0,0.0
segment_901,0.0,0.0,0.0,0.0,0.0,0.0
segment_902,0.0,0.0,0.0,0.0,0.0,0.0
segment_903,0.0,0.0,0.0,0.0,0.0,0.0
segment_904,0.0,0.0,0.0,0.0,0.0,0.0
segment_905,0.0,0.0,0.0,0.0,0.0,0.0
segment_906,0.0,0.0,0.0,0.0,0.0,0.0
segment_907,0.0,0.0,0.0,0.0,0.0,0.0
segment_908,0.0,0.0,0.0,0.0,0.0,0.0
segment_909,0.0,0.0,0.0,0.0,0.0,0.0
segment_910,0.0,0.0,0.0,0.0,0.0,0.0
segment_911,0.0,0.0,0.0,0.0,0.0,0.0
segment_912,0.0,0.0,0.0,0.0,0.0,0.0
segment_913,0.0,0.0,0.0,0.0,0.0,0.0
segment_914,0.0,0.0,0.0,0.0,0.0,0.0
segment_915,0.0,0.0,0.0,0.0,0.0,0.0
segment_916,0.0,0.0,0.0,0.0,0.0,0.0
segment_917,0.0,0.0,0.0,0.0,0.0,0.0
segment_918,0.0,0.0,0.0,0.0,0.0,0.0
segment_919,0.0,0.0,0.0,0.0,0.0,0.0
segment_920,0.0,0.0,0.0,0.0,0.0,0.0
segment_921,0.0,0.0,0.0,0.0,0.0,0.0
segment_922,0.0,0.0,0.0,0.0,0.0,0.0
segment_923,0.0,0.0,0.0,0.0,0.0,0.0
segment_924,0.0,0.0,0.0,0.0,0.0,0.0
segment_925,0.0,0.0,0.0,0.0,0.0,0.0
segment_926,0.0,0.0,0.0,0.0,0.0,0.0
segment_927,0.0,0.0,0.0,0.0,0.0,0.0
segment_928,0.0,0.0,0.0,0.0,0.0,0.0
segment_929,0.0,0.0,0.0,0.0,0.0,0.0
segment_930,0.0,0.0,0.0,0.0,0.0,0.0
segment_931,0.0,0.0,0.0,0.0,0.0,0.0
segment_932,0.0,0.0,0.0,0.0,0.0,0.0
segment_933,0.0,0.0,0.0,0.0,0.0,0.0
segment_934,0.0,0.0,0.0,0.0,0.0,0.0
segment_935,0.0,0.0,0.0,0.0,0.0,0.0
segment_936,0.0,0.0,0.0,0.0,0.0,0.0
segment_937,0.0,0.0,0.0,0.0,0.0,0.0
segment_938,0.0,0.0,0.0,0.0,0.0,0.0
segment_939,0.0,0.0,0.0,0.0,0.0,0.0
segment_940,0.0,0.0,0.0,0.0,0.0,0.0
segment_2251,0.0,0.0,0.0,0.0,0.0,0.0
segment_2252,0.0,0.0,0.0,0.0,0.0,0.0
segment_2253,0.0,0.0,0.0,0.0,0.0,0.0
segment_2254,0.0,0.0,0.0,0.0,0.0,0.0
segment_2281,0.0,0.0,1.67575e-08,1.1735e-07,2.35675e-07,8.3825e-08
